Local time,Open,High,Low,Close,Volume
26.03.2025 15:58:00.000 GMT+0100,1.07884,1.07915,1.07878,1.07915,129.03
26.03.2025 15:59:00.000 GMT+0100,1.07915,1.07915,1.07897,1.07906,142.47
26.03.2025 16:00:00.000 GMT+0100,1.07905,1.07924,1.07901,1.07920,225.93
26.03.2025 16:01:00.000 GMT+0100,1.07919,1.07922,1.07899,1.07902,161.04
26.03.2025 16:02:00.000 GMT+0100,1.07904,1.07922,1.07901,1.07919,119.73
26.03.2025 16:03:00.000 GMT+0100,1.07919,1.07943,1.07916,1.07922,181.62
26.03.2025 16:04:00.000 GMT+0100,1.07923,1.07923,1.07906,1.07906,103.08
26.03.2025 16:05:00.000 GMT+0100,1.07907,1.07908,1.07892,1.07895,76.48
26.03.2025 16:06:00.000 GMT+0100,1.07894,1.07897,1.07878,1.07878,85.23
26.03.2025 16:07:00.000 GMT+0100,1.07878,1.07881,1.07858,1.07867,301.05
26.03.2025 16:08:00.000 GMT+0100,1.07868,1.07869,1.07857,1.07864,191.16
26.03.2025 16:09:00.000 GMT+0100,1.07863,1.07876,1.07862,1.07870,202.87
26.03.2025 16:10:00.000 GMT+0100,1.07870,1.07888,1.07865,1.07865,178.35
26.03.2025 16:11:00.000 GMT+0100,1.07867,1.07874,1.07859,1.07865,211.95
26.03.2025 16:12:00.000 GMT+0100,1.07865,1.07876,1.07863,1.07871,80.55
26.03.2025 16:13:00.000 GMT+0100,1.07870,1.07878,1.07865,1.07875,133.94
26.03.2025 16:14:00.000 GMT+0100,1.07876,1.07882,1.07868,1.07869,144
26.03.2025 16:15:00.000 GMT+0100,1.07870,1.07889,1.07864,1.07879,116.55
26.03.2025 16:16:00.000 GMT+0100,1.07880,1.07884,1.07875,1.07880,92.25
26.03.2025 16:17:00.000 GMT+0100,1.07879,1.07879,1.07861,1.07871,129.45
26.03.2025 16:18:00.000 GMT+0100,1.07873,1.07880,1.07863,1.07864,205.62
26.03.2025 16:19:00.000 GMT+0100,1.07863,1.07875,1.07862,1.07863,151.65
26.03.2025 16:20:00.000 GMT+0100,1.07864,1.07877,1.07854,1.07856,160.87
26.03.2025 16:21:00.000 GMT+0100,1.07857,1.07860,1.07853,1.07853,132
26.03.2025 16:22:00.000 GMT+0100,1.07857,1.07871,1.07852,1.07853,122.83
26.03.2025 16:23:00.000 GMT+0100,1.07857,1.07857,1.07827,1.07832,199.88
26.03.2025 16:24:00.000 GMT+0100,1.07831,1.07838,1.07828,1.07836,119.46
26.03.2025 16:25:00.000 GMT+0100,1.07834,1.07834,1.07818,1.07822,122.26
26.03.2025 16:26:00.000 GMT+0100,1.07823,1.07839,1.07816,1.07839,230.21
26.03.2025 16:27:00.000 GMT+0100,1.07840,1.07855,1.07839,1.07841,82.8
26.03.2025 16:28:00.000 GMT+0100,1.07841,1.07854,1.07837,1.07854,177.3
26.03.2025 16:29:00.000 GMT+0100,1.07856,1.07861,1.07847,1.07849,79.11
26.03.2025 16:30:00.000 GMT+0100,1.07849,1.07880,1.07849,1.07880,96.48
26.03.2025 16:31:00.000 GMT+0100,1.07881,1.07890,1.07868,1.07874,138.35
26.03.2025 16:32:00.000 GMT+0100,1.07876,1.07878,1.07850,1.07853,144
26.03.2025 16:33:00.000 GMT+0100,1.07851,1.07853,1.07840,1.07851,110.74
26.03.2025 16:34:00.000 GMT+0100,1.07849,1.07861,1.07840,1.07858,61.74
26.03.2025 16:35:00.000 GMT+0100,1.07860,1.07875,1.07856,1.07875,75.96
26.03.2025 16:36:00.000 GMT+0100,1.07876,1.07895,1.07872,1.07885,208.8
26.03.2025 16:37:00.000 GMT+0100,1.07884,1.07885,1.07860,1.07864,118.17
26.03.2025 16:38:00.000 GMT+0100,1.07865,1.07871,1.07854,1.07866,108.73
26.03.2025 16:39:00.000 GMT+0100,1.07867,1.07868,1.07852,1.07854,83.32
26.03.2025 16:40:00.000 GMT+0100,1.07857,1.07866,1.07848,1.07849,137.94
26.03.2025 16:41:00.000 GMT+0100,1.07850,1.07868,1.07849,1.07865,123.75
26.03.2025 16:42:00.000 GMT+0100,1.07864,1.07864,1.07843,1.07854,130.5
26.03.2025 16:43:00.000 GMT+0100,1.07853,1.07853,1.07838,1.07841,97.22
26.03.2025 16:44:00.000 GMT+0100,1.07841,1.07841,1.07831,1.07832,128.25
26.03.2025 16:45:00.000 GMT+0100,1.07830,1.07840,1.07823,1.07831,133.92
26.03.2025 16:46:00.000 GMT+0100,1.07830,1.07841,1.07823,1.07832,124.74
26.03.2025 16:47:00.000 GMT+0100,1.07832,1.07838,1.07820,1.07820,223.41
26.03.2025 16:48:00.000 GMT+0100,1.07820,1.07823,1.07810,1.07811,184.5
26.03.2025 16:49:00.000 GMT+0100,1.07814,1.07816,1.07804,1.07815,183.29
26.03.2025 16:50:00.000 GMT+0100,1.07815,1.07822,1.07800,1.07800,180.06
26.03.2025 16:51:00.000 GMT+0100,1.07800,1.07809,1.07794,1.07794,114.66
26.03.2025 16:52:00.000 GMT+0100,1.07795,1.07797,1.07784,1.07796,121.62
26.03.2025 16:53:00.000 GMT+0100,1.07798,1.07826,1.07796,1.07822,201
26.03.2025 16:54:00.000 GMT+0100,1.07822,1.07826,1.07792,1.07795,218.47
26.03.2025 16:55:00.000 GMT+0100,1.07798,1.07800,1.07783,1.07787,214
26.03.2025 16:56:00.000 GMT+0100,1.07789,1.07819,1.07673,1.07769,741.09
26.03.2025 16:57:00.000 GMT+0100,1.07771,1.07819,1.07756,1.07815,724.3
26.03.2025 16:58:00.000 GMT+0100,1.07812,1.07820,1.07800,1.07816,500.94
26.03.2025 16:59:00.000 GMT+0100,1.07817,1.07821,1.07791,1.07807,543.18
26.03.2025 17:00:00.000 GMT+0100,1.07807,1.07825,1.07799,1.07802,455.89
26.03.2025 17:01:00.000 GMT+0100,1.07801,1.07828,1.07799,1.07816,428.55
26.03.2025 17:02:00.000 GMT+0100,1.07814,1.07833,1.07813,1.07819,134.4
26.03.2025 17:03:00.000 GMT+0100,1.07819,1.07819,1.07777,1.07778,292.73
26.03.2025 17:04:00.000 GMT+0100,1.07778,1.07785,1.07767,1.07775,253.82
26.03.2025 17:05:00.000 GMT+0100,1.07775,1.07828,1.07769,1.07820,236.64
26.03.2025 17:06:00.000 GMT+0100,1.07820,1.07826,1.07808,1.07823,277.14
26.03.2025 17:07:00.000 GMT+0100,1.07820,1.07820,1.07775,1.07777,220.53
26.03.2025 17:08:00.000 GMT+0100,1.07779,1.07796,1.07774,1.07794,205.44
26.03.2025 17:09:00.000 GMT+0100,1.07793,1.07815,1.07793,1.07814,168.58
26.03.2025 17:10:00.000 GMT+0100,1.07813,1.07823,1.07804,1.07809,204.21
26.03.2025 17:11:00.000 GMT+0100,1.07810,1.07839,1.07810,1.07829,248.46
26.03.2025 17:12:00.000 GMT+0100,1.07829,1.07836,1.07814,1.07820,110.88
26.03.2025 17:13:00.000 GMT+0100,1.07821,1.07821,1.07801,1.07801,141.09
26.03.2025 17:14:00.000 GMT+0100,1.07800,1.07813,1.07786,1.07806,132.33
26.03.2025 17:15:00.000 GMT+0100,1.07808,1.07813,1.07791,1.07800,152.28
26.03.2025 17:16:00.000 GMT+0100,1.07801,1.07840,1.07801,1.07817,208.92
26.03.2025 17:17:00.000 GMT+0100,1.07816,1.07826,1.07802,1.07821,196.2
26.03.2025 17:18:00.000 GMT+0100,1.07820,1.07863,1.07817,1.07857,276.06
26.03.2025 17:19:00.000 GMT+0100,1.07859,1.07873,1.07852,1.07870,189.99
26.03.2025 17:20:00.000 GMT+0100,1.07872,1.07879,1.07862,1.07872,223.65
26.03.2025 17:21:00.000 GMT+0100,1.07871,1.07871,1.07841,1.07852,181.5
26.03.2025 17:22:00.000 GMT+0100,1.07851,1.07860,1.07844,1.07854,188.28
26.03.2025 17:23:00.000 GMT+0100,1.07853,1.07860,1.07850,1.07860,132.85
26.03.2025 17:24:00.000 GMT+0100,1.07861,1.07862,1.07847,1.07850,129.25
26.03.2025 17:25:00.000 GMT+0100,1.07851,1.07874,1.07851,1.07866,137.88
26.03.2025 17:26:00.000 GMT+0100,1.07864,1.07888,1.07864,1.07881,109.22
26.03.2025 17:27:00.000 GMT+0100,1.07883,1.07894,1.07867,1.07880,174.12
26.03.2025 17:28:00.000 GMT+0100,1.07880,1.07902,1.07880,1.07899,185.82
26.03.2025 17:29:00.000 GMT+0100,1.07898,1.07906,1.07876,1.07877,260.16
26.03.2025 17:30:00.000 GMT+0100,1.07878,1.07882,1.07861,1.07878,260.28
26.03.2025 17:31:00.000 GMT+0100,1.07876,1.07884,1.07871,1.07871,163.08
26.03.2025 17:32:00.000 GMT+0100,1.07872,1.07880,1.07869,1.07879,154.48
26.03.2025 17:33:00.000 GMT+0100,1.07880,1.07904,1.07876,1.07904,123.3
26.03.2025 17:34:00.000 GMT+0100,1.07904,1.07911,1.07902,1.07904,128.84
26.03.2025 17:35:00.000 GMT+0100,1.07902,1.07903,1.07897,1.07901,80.76
26.03.2025 17:36:00.000 GMT+0100,1.07902,1.07904,1.07888,1.07902,161.91
26.03.2025 17:37:00.000 GMT+0100,1.07903,1.07912,1.07896,1.07901,103.32
26.03.2025 17:38:00.000 GMT+0100,1.07901,1.07904,1.07887,1.07887,95.94
26.03.2025 17:39:00.000 GMT+0100,1.07889,1.07903,1.07883,1.07901,96.69
26.03.2025 17:40:00.000 GMT+0100,1.07902,1.07915,1.07899,1.07912,130.81
26.03.2025 17:41:00.000 GMT+0100,1.07910,1.07915,1.07898,1.07902,134.61
26.03.2025 17:42:00.000 GMT+0100,1.07902,1.07902,1.07876,1.07876,195.93
26.03.2025 17:43:00.000 GMT+0100,1.07876,1.07893,1.07871,1.07886,148.2
26.03.2025 17:44:00.000 GMT+0100,1.07886,1.07886,1.07866,1.07876,126.45
26.03.2025 17:45:00.000 GMT+0100,1.07875,1.07880,1.07874,1.07875,141.84
26.03.2025 17:46:00.000 GMT+0100,1.07874,1.07890,1.07874,1.07884,90.18
26.03.2025 17:47:00.000 GMT+0100,1.07883,1.07897,1.07881,1.07897,104.49
26.03.2025 17:48:00.000 GMT+0100,1.07898,1.07902,1.07887,1.07902,93.27
26.03.2025 17:49:00.000 GMT+0100,1.07903,1.07915,1.07902,1.07905,113.85
26.03.2025 17:50:00.000 GMT+0100,1.07905,1.07913,1.07900,1.07902,104.85
26.03.2025 17:51:00.000 GMT+0100,1.07902,1.07903,1.07883,1.07884,76.96
26.03.2025 17:52:00.000 GMT+0100,1.07885,1.07893,1.07883,1.07893,43.77
26.03.2025 17:53:00.000 GMT+0100,1.07891,1.07891,1.07881,1.07888,130.56
26.03.2025 17:54:00.000 GMT+0100,1.07890,1.07893,1.07878,1.07886,120.81
26.03.2025 17:55:00.000 GMT+0100,1.07885,1.07896,1.07882,1.07894,121.77
26.03.2025 17:56:00.000 GMT+0100,1.07894,1.07896,1.07885,1.07888,144
26.03.2025 17:57:00.000 GMT+0100,1.07888,1.07889,1.07882,1.07882,108
26.03.2025 17:58:00.000 GMT+0100,1.07882,1.07882,1.07867,1.07869,123.87
26.03.2025 17:59:00.000 GMT+0100,1.07871,1.07876,1.07862,1.07874,116.55
26.03.2025 18:00:00.000 GMT+0100,1.07875,1.07891,1.07874,1.07884,141.75
26.03.2025 18:01:00.000 GMT+0100,1.07884,1.07884,1.07865,1.07877,173.79
26.03.2025 18:02:00.000 GMT+0100,1.07876,1.07877,1.07865,1.07872,188.1
26.03.2025 18:03:00.000 GMT+0100,1.07871,1.07871,1.07859,1.07861,98.55
26.03.2025 18:04:00.000 GMT+0100,1.07860,1.07860,1.07845,1.07846,86.49
26.03.2025 18:05:00.000 GMT+0100,1.07845,1.07847,1.07837,1.07844,163.17
26.03.2025 18:06:00.000 GMT+0100,1.07843,1.07859,1.07842,1.07857,111.15
26.03.2025 18:07:00.000 GMT+0100,1.07857,1.07862,1.07856,1.07862,153.45
26.03.2025 18:08:00.000 GMT+0100,1.07865,1.07872,1.07857,1.07858,81.45
26.03.2025 18:09:00.000 GMT+0100,1.07856,1.07865,1.07845,1.07846,93.75
26.03.2025 18:10:00.000 GMT+0100,1.07845,1.07850,1.07830,1.07846,165.15
26.03.2025 18:11:00.000 GMT+0100,1.07846,1.07847,1.07837,1.07847,56.58
26.03.2025 18:12:00.000 GMT+0100,1.07840,1.07849,1.07832,1.07835,119.43
26.03.2025 18:13:00.000 GMT+0100,1.07835,1.07838,1.07804,1.07814,185.05
26.03.2025 18:14:00.000 GMT+0100,1.07814,1.07820,1.07801,1.07803,198.99
26.03.2025 18:15:00.000 GMT+0100,1.07801,1.07801,1.07761,1.07774,550.22
26.03.2025 18:16:00.000 GMT+0100,1.07775,1.07775,1.07748,1.07762,488.24
26.03.2025 18:17:00.000 GMT+0100,1.07761,1.07761,1.07667,1.07687,572.72
26.03.2025 18:18:00.000 GMT+0100,1.07686,1.07688,1.07656,1.07663,381.06
26.03.2025 18:19:00.000 GMT+0100,1.07664,1.07680,1.07639,1.07642,356.85
26.03.2025 18:20:00.000 GMT+0100,1.07643,1.07664,1.07580,1.07584,467.23
26.03.2025 18:21:00.000 GMT+0100,1.07585,1.07610,1.07549,1.07595,548.37
26.03.2025 18:22:00.000 GMT+0100,1.07593,1.07629,1.07590,1.07599,390.39
26.03.2025 18:23:00.000 GMT+0100,1.07601,1.07631,1.07601,1.07622,206.56
26.03.2025 18:24:00.000 GMT+0100,1.07621,1.07624,1.07585,1.07601,269.59
26.03.2025 18:25:00.000 GMT+0100,1.07599,1.07600,1.07551,1.07558,252.45
26.03.2025 18:26:00.000 GMT+0100,1.07559,1.07574,1.07549,1.07571,301.16
26.03.2025 18:27:00.000 GMT+0100,1.07569,1.07569,1.07548,1.07567,260.5
26.03.2025 18:28:00.000 GMT+0100,1.07567,1.07576,1.07547,1.07557,257.26
26.03.2025 18:29:00.000 GMT+0100,1.07563,1.07590,1.07563,1.07568,262.78
26.03.2025 18:30:00.000 GMT+0100,1.07567,1.07576,1.07540,1.07545,266.76
26.03.2025 18:31:00.000 GMT+0100,1.07545,1.07554,1.07531,1.07554,246.43
26.03.2025 18:32:00.000 GMT+0100,1.07554,1.07571,1.07553,1.07564,131.53
26.03.2025 18:33:00.000 GMT+0100,1.07564,1.07579,1.07542,1.07544,280.92
26.03.2025 18:34:00.000 GMT+0100,1.07544,1.07548,1.07523,1.07530,342.63
26.03.2025 18:35:00.000 GMT+0100,1.07531,1.07534,1.07519,1.07522,201.69
26.03.2025 18:36:00.000 GMT+0100,1.07521,1.07544,1.07516,1.07536,218.25
26.03.2025 18:37:00.000 GMT+0100,1.07534,1.07540,1.07523,1.07535,169.77
26.03.2025 18:38:00.000 GMT+0100,1.07535,1.07538,1.07518,1.07532,160.12
26.03.2025 18:39:00.000 GMT+0100,1.07534,1.07570,1.07533,1.07564,240.75
26.03.2025 18:40:00.000 GMT+0100,1.07564,1.07598,1.07559,1.07594,346.23
26.03.2025 18:41:00.000 GMT+0100,1.07593,1.07652,1.07590,1.07642,415.36
26.03.2025 18:42:00.000 GMT+0100,1.07641,1.07708,1.07630,1.07664,507.14
26.03.2025 18:43:00.000 GMT+0100,1.07662,1.07688,1.07613,1.07613,365.32
26.03.2025 18:44:00.000 GMT+0100,1.07613,1.07617,1.07603,1.07603,163.59
26.03.2025 18:45:00.000 GMT+0100,1.07602,1.07616,1.07593,1.07616,338.43
26.03.2025 18:46:00.000 GMT+0100,1.07614,1.07621,1.07594,1.07605,226.26
26.03.2025 18:47:00.000 GMT+0100,1.07605,1.07605,1.07585,1.07590,134.14
26.03.2025 18:48:00.000 GMT+0100,1.07589,1.07609,1.07588,1.07600,169.75
26.03.2025 18:49:00.000 GMT+0100,1.07598,1.07602,1.07580,1.07597,144.49
26.03.2025 18:50:00.000 GMT+0100,1.07597,1.07600,1.07575,1.07575,148.23
26.03.2025 18:51:00.000 GMT+0100,1.07577,1.07582,1.07569,1.07570,118.02
26.03.2025 18:52:00.000 GMT+0100,1.07571,1.07571,1.07552,1.07557,160.74
26.03.2025 18:53:00.000 GMT+0100,1.07557,1.07562,1.07530,1.07531,193.83
26.03.2025 18:54:00.000 GMT+0100,1.07534,1.07544,1.07526,1.07534,185.87
26.03.2025 18:55:00.000 GMT+0100,1.07534,1.07545,1.07525,1.07539,188.64
26.03.2025 18:56:00.000 GMT+0100,1.07539,1.07546,1.07530,1.07539,109.95
26.03.2025 18:57:00.000 GMT+0100,1.07541,1.07548,1.07539,1.07545,64.8
26.03.2025 18:58:00.000 GMT+0100,1.07544,1.07555,1.07534,1.07552,196.02
26.03.2025 18:59:00.000 GMT+0100,1.07554,1.07565,1.07549,1.07565,185.01
26.03.2025 19:00:00.000 GMT+0100,1.07563,1.07577,1.07560,1.07570,177.66
26.03.2025 19:01:00.000 GMT+0100,1.07571,1.07575,1.07561,1.07564,109.89
26.03.2025 19:02:00.000 GMT+0100,1.07568,1.07581,1.07560,1.07578,130.05
26.03.2025 19:03:00.000 GMT+0100,1.07578,1.07589,1.07570,1.07575,90.9
26.03.2025 19:04:00.000 GMT+0100,1.07574,1.07581,1.07569,1.07579,81.9
26.03.2025 19:05:00.000 GMT+0100,1.07580,1.07591,1.07570,1.07586,149.94
26.03.2025 19:06:00.000 GMT+0100,1.07585,1.07596,1.07585,1.07591,139.05
26.03.2025 19:07:00.000 GMT+0100,1.07592,1.07614,1.07591,1.07600,213.75
26.03.2025 19:08:00.000 GMT+0100,1.07598,1.07606,1.07590,1.07592,149.58
26.03.2025 19:09:00.000 GMT+0100,1.07590,1.07603,1.07585,1.07587,155.16
26.03.2025 19:10:00.000 GMT+0100,1.07589,1.07600,1.07581,1.07581,121.41
26.03.2025 19:11:00.000 GMT+0100,1.07581,1.07583,1.07572,1.07577,114.57
26.03.2025 19:12:00.000 GMT+0100,1.07576,1.07577,1.07562,1.07568,173.28
26.03.2025 19:13:00.000 GMT+0100,1.07570,1.07576,1.07566,1.07568,129.33
26.03.2025 19:14:00.000 GMT+0100,1.07569,1.07580,1.07569,1.07580,88.47
26.03.2025 19:15:00.000 GMT+0100,1.07579,1.07602,1.07578,1.07599,93.24
26.03.2025 19:16:00.000 GMT+0100,1.07597,1.07599,1.07593,1.07596,75.69
26.03.2025 19:17:00.000 GMT+0100,1.07595,1.07595,1.07568,1.07583,82.65
26.03.2025 19:18:00.000 GMT+0100,1.07581,1.07581,1.07577,1.07577,56.25
26.03.2025 19:19:00.000 GMT+0100,1.07576,1.07576,1.07550,1.07550,63.9
26.03.2025 19:20:00.000 GMT+0100,1.07550,1.07568,1.07549,1.07565,96.75
26.03.2025 19:21:00.000 GMT+0100,1.07566,1.07577,1.07566,1.07577,72.45
26.03.2025 19:22:00.000 GMT+0100,1.07576,1.07577,1.07558,1.07558,109.35
26.03.2025 19:23:00.000 GMT+0100,1.07559,1.07559,1.07545,1.07550,96.3
26.03.2025 19:24:00.000 GMT+0100,1.07550,1.07553,1.07544,1.07546,72
26.03.2025 19:25:00.000 GMT+0100,1.07546,1.07550,1.07537,1.07543,106.65
26.03.2025 19:26:00.000 GMT+0100,1.07544,1.07561,1.07544,1.07554,216.27
26.03.2025 19:27:00.000 GMT+0100,1.07555,1.07565,1.07547,1.07548,162.54
26.03.2025 19:28:00.000 GMT+0100,1.07547,1.07552,1.07544,1.07546,97.65
26.03.2025 19:29:00.000 GMT+0100,1.07545,1.07550,1.07540,1.07546,175.71
26.03.2025 19:30:00.000 GMT+0100,1.07549,1.07554,1.07544,1.07547,100.44
26.03.2025 19:31:00.000 GMT+0100,1.07547,1.07553,1.07541,1.07552,62.13
26.03.2025 19:32:00.000 GMT+0100,1.07550,1.07551,1.07542,1.07545,67.32
26.03.2025 19:33:00.000 GMT+0100,1.07542,1.07542,1.07531,1.07536,104.04
26.03.2025 19:34:00.000 GMT+0100,1.07536,1.07537,1.07530,1.07532,58.95
26.03.2025 19:35:00.000 GMT+0100,1.07533,1.07545,1.07532,1.07545,71.55
26.03.2025 19:36:00.000 GMT+0100,1.07546,1.07547,1.07542,1.07545,40.05
26.03.2025 19:37:00.000 GMT+0100,1.07544,1.07562,1.07542,1.07557,55.74
26.03.2025 19:38:00.000 GMT+0100,1.07555,1.07562,1.07555,1.07562,46.38
26.03.2025 19:39:00.000 GMT+0100,1.07562,1.07565,1.07556,1.07556,31.98
26.03.2025 19:40:00.000 GMT+0100,1.07556,1.07580,1.07556,1.07567,51.75
26.03.2025 19:41:00.000 GMT+0100,1.07568,1.07574,1.07557,1.07573,106.62
26.03.2025 19:42:00.000 GMT+0100,1.07572,1.07583,1.07571,1.07573,60
26.03.2025 19:43:00.000 GMT+0100,1.07573,1.07582,1.07568,1.07570,139.29
26.03.2025 19:44:00.000 GMT+0100,1.07571,1.07582,1.07569,1.07581,86.04
26.03.2025 19:45:00.000 GMT+0100,1.07579,1.07581,1.07560,1.07566,74.25
26.03.2025 19:46:00.000 GMT+0100,1.07564,1.07585,1.07564,1.07575,65.01
26.03.2025 19:47:00.000 GMT+0100,1.07573,1.07588,1.07570,1.07570,128.94
26.03.2025 19:48:00.000 GMT+0100,1.07571,1.07571,1.07558,1.07560,77.14
26.03.2025 19:49:00.000 GMT+0100,1.07559,1.07562,1.07554,1.07554,57.15
26.03.2025 19:50:00.000 GMT+0100,1.07556,1.07556,1.07549,1.07551,51.75
26.03.2025 19:51:00.000 GMT+0100,1.07549,1.07558,1.07549,1.07554,43.32
26.03.2025 19:52:00.000 GMT+0100,1.07554,1.07562,1.07550,1.07550,81.09
26.03.2025 19:53:00.000 GMT+0100,1.07552,1.07565,1.07551,1.07565,65.25
26.03.2025 19:54:00.000 GMT+0100,1.07563,1.07563,1.07548,1.07555,74.7
26.03.2025 19:55:00.000 GMT+0100,1.07552,1.07561,1.07550,1.07550,66.6
26.03.2025 19:56:00.000 GMT+0100,1.07552,1.07555,1.07546,1.07551,77.4
26.03.2025 19:57:00.000 GMT+0100,1.07552,1.07565,1.07552,1.07560,43.71
26.03.2025 19:58:00.000 GMT+0100,1.07560,1.07560,1.07540,1.07541,146.37
26.03.2025 19:59:00.000 GMT+0100,1.07542,1.07552,1.07540,1.07551,97.2
26.03.2025 20:00:00.000 GMT+0100,1.07552,1.07558,1.07546,1.07546,67.11
26.03.2025 20:01:00.000 GMT+0100,1.07546,1.07546,1.07532,1.07535,77.36
26.03.2025 20:02:00.000 GMT+0100,1.07535,1.07542,1.07535,1.07538,31.5
26.03.2025 20:03:00.000 GMT+0100,1.07536,1.07545,1.07529,1.07531,76.29
26.03.2025 20:04:00.000 GMT+0100,1.07530,1.07533,1.07527,1.07532,53.82
26.03.2025 20:05:00.000 GMT+0100,1.07532,1.07535,1.07521,1.07521,55.26
26.03.2025 20:06:00.000 GMT+0100,1.07518,1.07518,1.07507,1.07509,77.28
26.03.2025 20:07:00.000 GMT+0100,1.07510,1.07515,1.07510,1.07513,35.55
26.03.2025 20:08:00.000 GMT+0100,1.07513,1.07523,1.07511,1.07519,58.05
26.03.2025 20:09:00.000 GMT+0100,1.07519,1.07520,1.07509,1.07509,66.6
26.03.2025 20:10:00.000 GMT+0100,1.07509,1.07512,1.07506,1.07509,45
26.03.2025 20:11:00.000 GMT+0100,1.07509,1.07509,1.07505,1.07506,38.58
26.03.2025 20:12:00.000 GMT+0100,1.07506,1.07507,1.07505,1.07507,9.9
26.03.2025 20:13:00.000 GMT+0100,1.07504,1.07505,1.07492,1.07496,150.94
26.03.2025 20:14:00.000 GMT+0100,1.07494,1.07500,1.07491,1.07495,136.92
26.03.2025 20:15:00.000 GMT+0100,1.07499,1.07501,1.07491,1.07494,87.9
26.03.2025 20:16:00.000 GMT+0100,1.07496,1.07507,1.07496,1.07505,58.59
26.03.2025 20:17:00.000 GMT+0100,1.07506,1.07511,1.07490,1.07498,73.56
26.03.2025 20:18:00.000 GMT+0100,1.07498,1.07504,1.07496,1.07501,76.05
26.03.2025 20:19:00.000 GMT+0100,1.07501,1.07504,1.07498,1.07501,65.7
26.03.2025 20:20:00.000 GMT+0100,1.07501,1.07504,1.07495,1.07499,54.09
26.03.2025 20:21:00.000 GMT+0100,1.07502,1.07503,1.07494,1.07501,35.1
26.03.2025 20:22:00.000 GMT+0100,1.07503,1.07506,1.07499,1.07506,35.28
26.03.2025 20:23:00.000 GMT+0100,1.07505,1.07511,1.07505,1.07509,32.85
26.03.2025 20:24:00.000 GMT+0100,1.07508,1.07508,1.07491,1.07491,40.95
26.03.2025 20:25:00.000 GMT+0100,1.07491,1.07491,1.07478,1.07480,95.62
26.03.2025 20:26:00.000 GMT+0100,1.07484,1.07488,1.07477,1.07478,78.75
26.03.2025 20:27:00.000 GMT+0100,1.07480,1.07482,1.07468,1.07478,78.3
26.03.2025 20:28:00.000 GMT+0100,1.07476,1.07476,1.07456,1.07459,91
26.03.2025 20:29:00.000 GMT+0100,1.07459,1.07461,1.07449,1.07454,67.59
26.03.2025 20:30:00.000 GMT+0100,1.07455,1.07459,1.07440,1.07442,126.09
26.03.2025 20:31:00.000 GMT+0100,1.07442,1.07449,1.07437,1.07439,117.69
26.03.2025 20:32:00.000 GMT+0100,1.07439,1.07460,1.07439,1.07460,112.41
26.03.2025 20:33:00.000 GMT+0100,1.07460,1.07460,1.07441,1.07445,95.76
26.03.2025 20:34:00.000 GMT+0100,1.07446,1.07450,1.07440,1.07443,111.78
26.03.2025 20:35:00.000 GMT+0100,1.07442,1.07460,1.07442,1.07454,73.98
26.03.2025 20:36:00.000 GMT+0100,1.07451,1.07461,1.07449,1.07453,98.1
26.03.2025 20:37:00.000 GMT+0100,1.07455,1.07465,1.07454,1.07454,77.64
26.03.2025 20:38:00.000 GMT+0100,1.07452,1.07459,1.07448,1.07459,49.95
26.03.2025 20:39:00.000 GMT+0100,1.07460,1.07466,1.07455,1.07461,64.44
26.03.2025 20:40:00.000 GMT+0100,1.07460,1.07472,1.07460,1.07471,24.36
26.03.2025 20:41:00.000 GMT+0100,1.07471,1.07480,1.07471,1.07476,83.49
26.03.2025 20:42:00.000 GMT+0100,1.07476,1.07491,1.07468,1.07491,61.56
26.03.2025 20:43:00.000 GMT+0100,1.07491,1.07494,1.07480,1.07490,96.84
26.03.2025 20:44:00.000 GMT+0100,1.07491,1.07495,1.07488,1.07493,31.62
26.03.2025 20:45:00.000 GMT+0100,1.07494,1.07496,1.07489,1.07493,75
26.03.2025 20:46:00.000 GMT+0100,1.07494,1.07497,1.07485,1.07485,96.66
26.03.2025 20:47:00.000 GMT+0100,1.07486,1.07495,1.07485,1.07495,133.26
26.03.2025 20:48:00.000 GMT+0100,1.07494,1.07511,1.07493,1.07509,57
26.03.2025 20:49:00.000 GMT+0100,1.07509,1.07516,1.07509,1.07516,71.4
26.03.2025 20:50:00.000 GMT+0100,1.07514,1.07515,1.07505,1.07505,114.27
26.03.2025 20:51:00.000 GMT+0100,1.07508,1.07517,1.07508,1.07512,43.59
26.03.2025 20:52:00.000 GMT+0100,1.07512,1.07521,1.07509,1.07520,76.95
26.03.2025 20:53:00.000 GMT+0100,1.07522,1.07529,1.07520,1.07528,66.69
26.03.2025 20:54:00.000 GMT+0100,1.07526,1.07532,1.07526,1.07532,28.56
26.03.2025 20:55:00.000 GMT+0100,1.07531,1.07531,1.07518,1.07520,141.36
26.03.2025 20:56:00.000 GMT+0100,1.07521,1.07523,1.07517,1.07521,151.2
26.03.2025 20:57:00.000 GMT+0100,1.07522,1.07522,1.07517,1.07520,109.35
26.03.2025 20:58:00.000 GMT+0100,1.07521,1.07523,1.07516,1.07516,101.58
26.03.2025 20:59:00.000 GMT+0100,1.07515,1.07515,1.07501,1.07512,183.6
26.03.2025 21:00:00.000 GMT+0100,1.07512,1.07517,1.07506,1.07507,202.05
26.03.2025 21:01:00.000 GMT+0100,1.07505,1.07511,1.07505,1.07511,44.1
